PLAYER,event_player_1_name,AGE,POS,HANDED,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,CAP HIT,SALARY
1. Connor McDavid,Connor.McDavid,22,C,Left,64,34,63,97,1.52,-6,212,0.16,21:51,12500000,"$15,000,000 "
2. Artemi Panarin,Artemi.Panarin,27,LW,Right,69,32,63,95,1.38,36,209,0.15,20:36,11642857,"$14,000,000 "
3. Auston Matthews,Auston.Matthews,21,C,Left,70,47,33,80,1.14,19,290,0.16,20:58,11634000,"$15,900,000 "
4. Erik Karlsson,Erik.Karlsson,29,RD,Right,56,6,34,40,0.71,-15,120,0.05,24:31:00,11500000,"$14,500,000 "
5. Drew Doughty,Drew.Doughty,29,RD,Right,67,7,28,35,0.52,-16,141,0.05,25:49:00,11000000,"$12,000,000 "
6. John Tavares,John.Tavares,28,C,Left,63,26,34,60,0.95,-7,197,0.13,19:32,11000000,"$15,900,000 "
7. Mitchell Marner,Mitchell.Marner,22,RW,Right,59,16,51,67,1.14,6,154,0.1,21:33,10893000,"$16,000,000 "
9. Jonathan Toews,Jonathan.Toews,31,C,Left,70,18,42,60,0.86,-2,172,0.1,19:46,10500000,"$9,800,000 "
10. Patrick Kane,Patrick.Kane,30,RW,Left,70,33,51,84,1.2,8,275,0.12,21:20,10500000,"$9,800,000 "
12. Jack Eichel,Jack.Eichel,22,C,Right,68,36,42,78,1.15,5,227,0.16,22:06,10000000,"$10,000,000 "
13. Anze Kopitar,Anze.Kopitar,31,C,Left,70,21,41,62,0.89,6,135,0.16,21:02,10000000,"$11,000,000 "
14. Tyler Seguin,Tyler.Seguin,27,"C, RW",Right,69,17,33,50,0.72,-2,245,0.07,19:08,9850000,"$13,500,000 "
15. Alex Ovechkin,Alex.Ovechkin,33,"LW, RW",Right,68,48,19,67,0.99,-12,311,0.15,20:39,9538462,"$10,000,000 "
16. Jamie Benn,Jamie.Benn,29,"LW, C",Left,69,19,20,39,0.57,-4,163,0.12,16:26,9500000,"$13,000,000 "
17. Nikita Kucherov,Nikita.Kucherov,26,RW,Left,68,33,52,85,1.25,26,210,0.16,18:51,9500000,"$12,000,000 "
18. Evgeni Malkin,Evgeni.Malkin,32,C,Left,55,25,49,74,1.35,7,171,0.15,19:31,9500000,"$9,500,000 "
19. Mark Stone,Mark.Stone,27,RW,Right,65,21,42,63,0.97,15,168,0.13,19:24,9500000,"$12,000,000 "
20. Mikko Rantanen,Mikko.Rantanen,22,"RW, C",Left,42,19,22,41,0.98,-2,107,0.18,18:56,9250000,"$12,000,000 "
21. P.K. Subban,Pubban.Subban,30,RD,Right,68,7,11,18,0.26,-21,151,0.05,22:07,9000000,"$10,000,000 "
22. Jeff Skinner,Jeff.Skinner,27,"LW, RW",Left,59,14,9,23,0.39,-22,183,0.08,16:29,9000000,"$10,000,000 "
23. Sidney Crosby,Sidney.Crosby,31,C,Left,41,16,31,47,1.15,-8,109,0.15,20:16,8700000,"$9,000,000 "
24. Leon Draisaitl,Leon.Draisaitl,23,"C, LW",Left,71,43,67,110,1.55,-7,218,0.2,22:36,8500000,"$9,000,000 "
26. Steven Stamkos,Steven.Stamkos,29,"RW, C, LW",Right,57,29,37,66,1.16,14,176,0.16,18:25,8500000,"$9,500,000 "
27. Sebastian Aho,Sebastian.Aho,21,"C, LW",Left,68,38,28,66,0.97,10,206,0.18,19:25,8454000,"$12,000,000 "
28. Claude Giroux,Claude.Giroux,31,"C, RW",Right,69,21,32,53,0.77,7,197,0.11,18:59,8275000,"$8,000,000 "
29. Ryan Getzlaf,Ryan.Getzlaf,34,C,Right,69,13,29,42,0.61,-16,143,0.09,18:43,8250000,"$8,275,000 "
30. Jakub Voracek,Jakub.Voracek,29,"RW, LW",Left,69,12,44,56,0.81,14,132,0.09,17:02,8250000,"$9,250,000 "
31. Blake Wheeler,Blake.Wheeler,32,"RW, C",Right,71,22,43,65,0.92,1,180,0.12,19:19,8250000,"$10,000,000 "
32. Oliver Ekman-Larsson,Oliver.Larsson,27,LD,Left,66,9,21,30,0.45,-3,135,0.07,23:00,8250000,"$8,000,000 "
33. Matt Duchene,Matt.Duchene,28,"C, LW, RW",Left,66,13,29,42,0.64,-4,136,0.1,16:52,8000000,"$10,000,000 "
34. Phil Kessel,Phil.Kessel,31,RW,Right,70,14,24,38,0.54,-21,153,0.09,17:08,8000000,"$7,000,000 "
35. Logan Couture,Logan.Couture,30,"C, LW",Left,52,16,23,39,0.75,0,126,0.13,18:31,8000000,"$10,000,000 "
36. Ryan Johansen,Ryan.Johansen,26,"C, RW",Right,68,14,22,36,0.53,-5,101,0.14,17:03,8000000,"$8,000,000 "
37. John Carlson,John.Carlson,29,RD,Right,69,15,60,75,1.09,12,189,0.08,24:37:00,8000000,"$12,000,000 "
38. Brent Burns,Brent.Burns,34,RD,Right,70,12,33,45,0.64,-22,225,0.05,25:24:00,8000000,"$10,000,000 "
39. Jacob Trouba,Jacob.Trouba,25,RD,Right,70,7,20,27,0.39,-12,168,0.04,22:33,8000000,"$12,000,000 "
40. Victor Hedman,Victor.Hedman,28,LD,Left,66,11,44,55,0.83,27,155,0.07,24:03:00,7875000,"$8,000,000 "
41. Shea Weber,Shea.Weber,33,RD,Right,65,15,21,36,0.55,8,185,0.08,24:00:00,7857143,"$6,000,000 "
42. Evgeny Kuznetsov,Evgeny.Kuznetsov,27,C,Left,63,19,33,52,0.83,-2,129,0.15,17:50,7800000,"$8,400,000 "
43. Dustin Byfuglien,Dustin.Byfuglien,34,RD,Right,0,0,0,0,0,0,0,0,,7600000,"$8,000,000 "
44. Zach Parise,Zach.Parise,34,LW,Left,69,25,21,46,0.67,-11,155,0.16,17:11,7538462,"$9,000,000 "
45. Ryan Suter,Ryan.Suter,34,LD,Left,69,8,40,48,0.7,-6,111,0.07,24:38:00,7538462,"$9,000,000 "
46. Vladimir Tarasenko,Vladimir.Tarasenko,27,RW,Left,10,3,7,10,1,-2,26,0.12,16:10,7500000,"$9,500,000 "
47. Ryan O'Reilly,Ryan.O'Reilly,28,C,Left,71,12,49,61,0.86,11,118,0.1,20:34,7500000,"$6,000,000 "
48. Aaron Ekblad,Aaron.Ekblad,23,RD,Right,67,5,36,41,0.61,12,147,0.03,22:58,7500000,"$9,000,000 "
49. David Krejci,David.Krejci,33,C,Right,61,13,30,43,0.7,14,83,0.16,17:10,7250000,"$7,000,000 "
50. Kris Letang,Kris.Letang,32,RD,Right,61,15,29,44,0.72,0,177,0.08,25:43:00,7250000,"$7,250,000 "
51. Bobby Ryan,Bobby.Ryan,32,"RW, LW",Right,24,5,3,8,0.33,3,43,0.12,13:31,7250000,"$7,500,000 "
52. Kevin Hayes,Kevin.Hayes,27,C,Left,69,23,18,41,0.59,-6,175,0.13,17:43,7142857,"$9,000,000 "
53. Kyle Connor,Kyle.Connor,22,LW,Left,71,38,35,73,1.03,4,239,0.16,21:05,7142857,"$7,500,000 "
54. Joe Pavelski,Joe.Pavelski,34,"RW, C",Right,67,14,17,31,0.46,6,125,0.11,16:55,7000000,"$8,000,000 "
56. James van Riemsdyk,James.Riemsdyk,30,"LW, RW",Left,66,19,21,40,0.61,5,151,0.13,14:54,7000000,"$8,000,000 "
57. Evander Kane,Evander.Kane,27,"LW, RW",Left,64,26,21,47,0.73,-12,216,0.12,19:32,7000000,"$8,000,000 "
59. Anders Lee,Anders.Lee,28,"LW, C",Left,68,20,23,43,0.63,8,195,0.1,18:17,7000000,"$9,000,000 "
60. Matthew Tkachuk,Matthew.Tkachuk,21,"LW, RW",Left,69,23,38,61,0.88,-5,188,0.12,18:18,7000000,"$5,000,000 "
61. Marc-Édouard Vlasic,Marc.Vlasic,32,LD/RD,Left,70,5,10,15,0.21,-10,74,0.07,20:17,7000000,"$7,250,000 "
62. Max Pacioretty,Max.Pacioretty,30,LW,Left,71,32,34,66,0.93,18,307,0.1,17:54,7000000,"$10,500,000 "
63. William Nylander,William.Nylander,23,"RW, LW",Right,68,31,28,59,0.87,-2,197,0.16,18:12,6962366,"$9,000,000 "
64. Brent Seabrook,Brent.Seabrook,34,RD,Right,32,3,1,4,0.13,1,40,0.08,18:08,6875000,"$7,500,000 "
65. Ryan Kesler,Ryan.Kesler,34,"C, RW",Right,0,0,0,0,0,0,0,0,,6875000,"$6,675,000 "
66. Patrice Bergeron,Patrice.Bergeron,33,C,Right,61,31,25,56,0.92,23,203,0.15,18:43,6875000,"$4,375,000 "
67. Ryan McDonagh,Ryan.McDonagh,30,LD,Left,50,1,11,12,0.24,7,50,0.02,20:42,6750000,"$8,400,000 "
68. Mark Giordano,Mark.Giordano,35,LD,Left,60,5,26,31,0.52,2,157,0.03,23:52,6750000,"$6,750,000 "
69. Ivan Provorov,Ivan.Provorov,22,LD,Left,69,13,23,36,0.52,11,150,0.09,24:50:00,6750000,"$6,750,000 "
70. Brayden Point,Brayden.Point,23,"C, RW",Right,66,25,39,64,0.97,28,141,0.18,18:54,6750000,"$5,250,000 "
71. Johnny Gaudreau,Johnny.Gaudreau,25,LW,Left,70,18,40,58,0.83,-10,209,0.09,18:47,6750000,"$6,750,000 "
72. Patrik Laine,Patrik.Laine,21,"LW, RW",Right,68,28,35,63,0.93,8,226,0.12,19:24,6750000,"$6,000,000 "
73. Nicklas Bäckström,Nicklas.Bäckström,31,C,Left,61,12,42,54,0.89,-1,132,0.09,19:01,6700000,"$8,000,000 "
74. David Pastrnak,David.Pastrnak,23,RW,Right,70,48,47,95,1.36,21,279,0.17,18:57,6666667,"$6,800,000 "
75. Alex Pietrangelo,Alex.Pietrangelo,29,RD,Right,70,16,36,52,0.74,11,225,0.07,24:11:00,6500000,"$7,500,000 "
76. Derek Stepan,Derek.Stepan,29,C,Right,70,10,18,28,0.4,-4,158,0.06,17:38,6500000,"$5,000,000 "
77. Paul Stastny,Paul.Stastny,33,"LW, C",Left,71,17,21,38,0.54,6,136,0.13,17:07,6500000,"$6,500,000 "
78. Cam Fowler,Cam.Fowler,27,LD/RD,Left,59,9,20,29,0.49,0,117,0.08,21:59,6500000,"$7,500,000 "
80. Sean Monahan,Sean.Monahan,24,C,Left,70,22,26,48,0.69,-16,166,0.13,18:06,6375000,"$6,750,000 "
81. Keith Yandle,Keith.Yandle,32,LD,Left,69,5,40,45,0.65,0,129,0.04,19:41,6350000,"$5,750,000 "
82. Nathan MacKinnon,Nathan.MacKinnon,23,"C, RW",Right,69,35,58,93,1.35,13,318,0.11,21:13,6300000,"$6,750,000 "
83. Ilya Kovalchuk,Ilya.Kovalchuk,36,"LW, RW",Right,46,10,16,26,0.57,-4,115,0.09,16:57,6250000,"$6,000,000 "
84. Alexander Radulov,Alexander.Radulov,32,RW,Left,60,15,19,34,0.57,8,132,0.11,16:44,6250000,"$6,600,000 "
85. Ryan Ellis,Ryan.Ellis,28,RD,Right,49,8,30,38,0.78,16,114,0.07,23:30,6250000,"$7,700,000 "
87. Brad Marchand,Brad.Marchand,31,LW,Left,70,28,59,87,1.24,25,185,0.15,19:27,6125000,"$7,500,000 "
88. Mark Scheifele,Mark.Scheifele,26,C,Right,71,29,44,73,1.03,2,170,0.17,21:48,6125000,"$6,750,000 "
89. Dylan Larkin,Dylan.Larkin,22,C,Left,71,19,34,53,0.75,-21,223,0.09,21:14,6100000,"$7,000,000 "
91. Henrik Zetterberg,Henrik.Zetterberg,38,C,Left,0,0,0,0,0,0,0,0,,6083333,"$1,000,000 "
92. Milan Lucic,Milan.Lucic,31,LW,Left,68,8,12,20,0.29,-6,83,0.1,13:19,6000000,"$6,000,000 "
93. Kyle Okposo,Kyle.Okposo,31,RW,Right,52,9,10,19,0.37,-3,82,0.11,12:50,6000000,"$6,000,000 "
94. Nikolaj Ehlers,Nikolaj.Ehlers,23,"RW, LW",Left,71,25,33,58,0.82,14,203,0.12,16:31,6000000,"$6,500,000 "
96. Erik Johnson,Erik.Johnson,31,RD,Right,59,3,13,16,0.27,9,99,0.03,21:02,6000000,"$6,000,000 "
97. Johnny Boychuk,Johnny.Boychuk,35,RD,Right,64,2,9,11,0.17,-11,96,0.02,17:17,6000000,"$6,000,000 "
98. Mats Zuccarello,Mats.Zuccarello,31,"RW, LW",Left,65,15,22,37,0.57,-9,96,0.16,15:56,6000000,"$5,000,000 "
99. Loui Eriksson,Loui.Eriksson,33,"LW, RW",Left,49,6,7,13,0.27,-2,59,0.1,12:22,6000000,"$5,000,000 "
100. Brock Nelson,Brock.Nelson,27,"C, LW",Left,68,26,28,54,0.79,6,175,0.15,18:51,6000000,"$8,000,000 "
101. Brock Nelson,Brock.Nelson,27,"C, LW",Left,68,26,28,54,0.79,6,175,0.15,18:51,6000000,"$8,000,000 "
102. Timo Meier,Timo.Meier,22,"LW, RW",Left,70,22,27,49,0.7,-22,199,0.11,17:16,6000000,"$4,000,000 "
103. Tyler Myers,Tyler.Myers,29,RD,Right,68,6,15,21,0.31,-7,134,0.04,21:30,6000000,"$7,000,000 "
104. Filip Forsberg,Filip.Forsberg,24,LW,Right,63,21,27,48,0.76,-7,198,0.11,17:21,6000000,"$6,000,000 "
105. David Backes,David.Backes,35,"C, RW",Right,22,1,5,6,0.27,-1,34,0.03,9:23,6000000,"$4,000,000 "
106. Kyle Turris,Kyle.Turris,29,"C, RW",Right,62,9,22,31,0.5,-9,88,0.1,15:25,6000000,"$6,000,000 "
107. Brandon Saad,Brandon.Saad,26,"LW, RW",Left,58,21,12,33,0.57,2,140,0.15,16:44,6000000,"$6,750,000 "
108. Matt Dumba,Matt.Dumba,24,RD,Right,69,6,18,24,0.35,-7,167,0.04,22:29,6000000,"$7,400,000 "
110. Ryan Nugent-Hopkins,Ryan.Hopkins,26,"LW, C",Left,65,22,39,61,0.94,1,172,0.13,20:28,6000000,"$6,000,000 "
111. Jordan Staal,Jordan.Staal,30,"C, LW",Left,68,8,19,27,0.4,3,125,0.06,17:30,6000000,"$6,000,000 "
112. Jake Guentzel,Jake.Guentzel,24,"LW, RW",Left,39,20,23,43,1.1,11,127,0.16,20:37,6000000,"$7,000,000 "
113. Taylor Hall,Taylor.Hall,27,LW,Left,65,16,36,52,0.8,-14,232,0.07,19:10,6000000,"$6,000,000 "
114. Nate Schmidt,Nate.Schmidt,27,LD/RD,Left,59,7,24,31,0.53,11,112,0.06,21:40,5950000,"$8,800,000 "
115. William Karlsson,William.Karlsson,26,C,Left,63,15,31,46,0.73,11,138,0.11,18:51,5900000,"$5,900,000 "
116. Aleksander Barkov,Aleksander.Barkov,23,C,Left,66,20,42,62,0.94,2,172,0.12,20:00,5900000,"$6,900,000 "
117. Jonathan Huberdeau,Jonathan.Huberdeau,26,LW,Left,69,23,55,78,1.13,5,152,0.15,18:46,5900000,"$6,200,000 "
118. Cam Atkinson,Cam.Atkinson,30,"RW, LW",Right,44,12,14,26,0.59,2,148,0.08,17:50,5875000,"$7,375,000 "
119. Dustin Brown,Dustin.Brown,34,"RW, LW",Right,66,17,18,35,0.53,-1,169,0.1,18:24,5875000,"$5,500,000 "
120. Brock Boeser,Brock.Boeser,22,RW,Right,57,16,29,45,0.79,4,169,0.09,18:34,5875000,"$4,000,000 "
121. Nick Schmaltz,Nick.Schmaltz,23,"C, RW",Right,70,11,34,45,0.64,3,95,0.12,15:32,5850000,"$3,000,000 "
122. Brandon Dubinsky,Brandon.Dubinsky,33,"C, LW",Left,0,0,0,0,0,0,0,0,,5850000,"$5,850,000 "
123. Adam Henrique,Adam.Henrique,29,"C, LW",Left,71,26,17,43,0.61,-2,169,0.15,16:52,5825000,"$5,825,000 "
124. Ryan Callahan,Ryan.Callahan,34,RW,Right,0,0,0,0,0,0,0,0,,5800000,"$4,700,000 "
126. Esa Lindell,Esa.Lindell,25,LD,Left,69,3,20,23,0.33,5,98,0.03,23:24,5800000,"$7,000,000 "
128. Dougie Hamilton,Dougie.Hamilton,26,RD,Right,47,14,26,40,0.85,30,170,0.08,23:17,5750000,"$6,000,000 "
129. Travis Zajac,Travis.Zajac,34,C,Right,69,9,16,25,0.36,-12,72,0.13,17:05,5750000,"$5,750,000 "
130. Mikael Granlund,Mikael.Granlund,27,"C, RW",Left,63,17,13,30,0.48,-4,130,0.13,17:48,5750000,"$6,500,000 "
131. T.J. Oshie,Tshie.Oshie,32,RW,Right,69,26,23,49,0.71,4,133,0.2,18:17,5750000,"$6,500,000 "
132. Matt Niskanen,Matt.Niskanen,32,RD,Right,68,8,25,33,0.49,15,126,0.06,21:54,5750000,"$5,750,000 "
133. James Neal,James.Neal,31,"RW, LW",Left,55,19,12,31,0.56,-20,112,0.17,16:18,5750000,"$5,750,000 "
134. Alexander Steen,Alexander.Steen,35,"LW, RW, C",Left,55,7,10,17,0.31,7,71,0.1,14:02,5750000,"$5,500,000 "
135. Marc Staal,Marc.Staal,32,LD,Left,52,2,9,11,0.21,5,46,0.04,17:38,5700000,"$5,000,000 "
136. Tomas Hertl,Tomas.Hertl,25,"C, RW",Left,48,16,20,36,0.75,-18,117,0.14,18:26,5625000,"$6,250,000 "
137. Gabriel Landeskog,Gabriel.Landeskog,26,"LW, C",Left,54,21,23,44,0.81,-2,145,0.14,20:01,5571429,"$6,000,000 "
138. Duncan Keith,Duncan.Keith,35,LD,Left,61,3,24,27,0.44,1,111,0.03,24:23:00,5538462,"$3,500,000 "
139. Mikko Koivu,Mikko.Koivu,36,C,Left,55,4,17,21,0.38,2,74,0.05,15:34,5500000,"$5,000,000 "
140. Jeff Petry,Jeff.Petry,31,RD,Right,71,11,29,40,0.56,-10,158,0.07,23:38,5500000,"$4,000,000 "
141. Jordan Eberle,Jordan.Eberle,29,RW,Right,58,16,24,40,0.69,1,136,0.12,17:48,5500000,"$7,250,000 "
142. Travis Konecny,Travis.Konecny,22,"RW, LW",Right,66,24,37,61,0.92,-1,141,0.17,16:48,5500000,"$4,000,000 "
143. Gustav Nyquist,Gustav.Nyquist,29,"RW, LW",Left,70,15,27,42,0.6,4,151,0.1,18:01,5500000,"$6,000,000 "
144. Jonathan Drouin,Jonathan.Drouin,24,"LW, RW, C",Left,27,7,8,15,0.56,-6,51,0.14,15:42,5500000,"$5,500,000 "
145. Colton Parayko,Colton.Parayko,26,RD,Right,64,10,18,28,0.44,8,162,0.06,23:00,5500000,"$5,525,000 "
146. Anton Strålman,Anton.Strålman,32,RD,Right,69,5,14,19,0.28,-6,89,0.06,21:03,5500000,"$5,500,000 "
